ViewPage,Title,Company,Location,Metadata,Summary
https://uk.indeed.com/viewjob?jk=111cd8ec908428cd,Go Developer (Fully Remote),La Fosse Associates,Remote in London,£625 - £800 a day,"Please note this role allows for fully remote working, Outside IR35 and the role is an initial 6 month rolling contract.
 CI/CD with Jenkins/Docker or Terraform."
https://uk.indeed.com/viewjob?jk=dc8d1a2345cae116,Golang Developer - Islamic FinTech,Michael Page,London,"£60,000 - £80,000 a yearPermanent","Work closely with product managers and engineers to build backend solutions.
 Proactively make improvements to the backend architecture in terms of robustness,…"
https://uk.indeed.com/viewjob?jk=3ca9acf7f7f5d7cb,"Engineering Director, Distributed Systems (Golang)",Canonical,Remote in Douglas,,"Lead engineering across multiple teams on a large open source Golang project that drives complex, highly concurrent distributed software systems across the…"
https://uk.indeed.com/viewjob?jk=ead1a3e94cfc3eb7,"Engineering Manager - Public Cloud, Python, Golang",Canonical,Remote in Douglas,,As an engineering manager you need to bring both technical and management skills to the leadership of your team.
https://uk.indeed.com/viewjob?jk=3416938497687ca8,"Software Engineer - Golang, Python - Anbox Cloud",Canonical,Remote in Douglas,,"The successful candidate will work with a dedicated team on the development and maintenance of our software stack in Go and Python, and help customers integrate…"
https://uk.indeed.com/viewjob?jk=f6a27ae34c6b77a2,Machine Learning Engineer,Seldon,Hybrid remote in London,,"This role covers various positions in the software engineering team including backend product, open source MLOps and client facing machine learning engineers…"
https://uk.indeed.com/viewjob?jk=6f762ce9cd65a135,GOLANG BACKEND ENGINEER,Bangura Solutions,London,Full-time,"It connects to our internal Data platform to provide the best browsing experience to B2B customers.
 Solid Go experience (at least 2 years of working experience)…"
https://uk.indeed.com/viewjob?jk=17137217b9fecec3,Software Engineer,"JPMorgan Chase Bank, N.A.",Glasgow,Permanent +1,"Your hands-on knowledge in system design, application development, testing, and operational stability will help your team deliver high-quality products."
https://uk.indeed.com/viewjob?jk=ad99c0380945658a,Software Technical Lead (Golang /Typescript /C#),Uniting Cloud,Manchester,"£50,000 - £75,000 a yearPermanent","£50k - 75k per year.
 They are seeking a true tech advocate with a wealth of experience in programming languages to drive best practice and champion their…"
https://uk.indeed.com/viewjob?jk=a62067f13f25d9a5,Apple Pay - Software Development Engineer Test,Apple,London,Full-time,"Come join a team of highly skilled and friendly engineers, interacting daily with teams that span across Apple including iOS software and hardware engineering,…"
https://uk.indeed.com/viewjob?jk=2dbd96f619fd5483,Technical Lead Golang - Remote,Client Server,Remote in London+1 location,"£100,000 - £110,000 a yearPermanent",Award-winning start-up with huge financial backing is seeking an accomplished technologist with experience using Golang to help bring their state-of-the-art…
https://uk.indeed.com/viewjob?jk=420b402ecb5ac798,Software Engineer Graduate (Security) - 2023 Start,TikTok,London,Full-time,"Implement security components, libraries, SDKs, or sample applications that support the company's core security systems and products."
https://uk.indeed.com/viewjob?jk=94ad6c66e54036af,Senior Engineer - Golang - Customer & Data,Sainsburys,London EC1N,Permanent +2,"As a Senior Engineer (Golang), you’ll be part of one of our Engineering teams, applying architectural and engineering principles to define and deliver…"
https://uk.indeed.com/viewjob?jk=8e4d07d38ac6bb9a,Infrastructure Engineer (Remote),CrowdStrike,Remote,Full-time,Infrastructure engineers work to collaboratively support consultants to enable incident response and forensics analysis.
https://uk.indeed.com/viewjob?jk=2ab9d83c12c52b07,Graduate Software Engineer,Qush,Remote in London W12,Graduate +1,"At Qush, we default to programming using Go, but also use a wide variety of different languages and frameworks.
 Designing, developing, and consuming REST APIs."
